classe_nome;arquivo;fs_hz;amostra;tempo_s;aceleracao_g
normal;100.mat;48000;1182;0,0246250;-0,023156
normal;100.mat;48000;1183;0,0246458;0,001669
normal;100.mat;48000;1184;0,0246667;0,028580
normal;100.mat;48000;1185;0,0246875;0,010639
normal;100.mat;48000;1186;0,0247083;-0,050276
normal;100.mat;48000;1187;0,0247292;-0,119537
normal;100.mat;48000;1188;0,0247500;-0,133097
normal;100.mat;48000;1189;0,0247708;-0,086158
normal;100.mat;48000;1190;0,0247917;-0,016689
normal;100.mat;48000;1191;0,0248125;0,016898
normal;100.mat;48000;1192;0,0248333;0,001669
normal;100.mat;48000;1193;0,0248542;-0,004172
normal;100.mat;48000;1194;0,0248750;0,021279
normal;100.mat;48000;1195;0,0248958;0,064462
normal;100.mat;48000;1196;0,0249167;0,066340
normal;100.mat;48000;1197;0,0249375;0,008136
normal;100.mat;48000;1198;0,0249583;-0,065714
normal;100.mat;48000;1199;0,0249792;-0,105768
normal;100.mat;48000;1200;0,0250000;-0,062793
normal;100.mat;48000;1201;0,0250208;0,017941
normal;100.mat;48000;1202;0,0250417;0,083238
normal;100.mat;48000;1203;0,0250625;0,108063
normal;100.mat;48000;1204;0,0250833;0,092625
normal;100.mat;48000;1205;0,0251042;0,098884
normal;100.mat;48000;1206;0,0251250;0,123918
normal;100.mat;48000;1207;0,0251458;0,129967
normal;100.mat;48000;1208;0,0251667;0,095129
normal;100.mat;48000;1209;0,0251875;0,028998
normal;100.mat;48000;1210;0,0252083;-0,011474
normal;100.mat;48000;1211;0,0252292;0,010848
normal;100.mat;48000;1212;0,0252500;0,080108
normal;100.mat;48000;1213;0,0252708;0,123083
normal;100.mat;48000;1214;0,0252917;0,104516
normal;100.mat;48000;1215;0,0253125;0,048816
normal;100.mat;48000;1216;0,0253333;0,005424
normal;100.mat;48000;1217;0,0253542;0,013351
normal;100.mat;48000;1218;0,0253750;0,043809
normal;100.mat;48000;1219;0,0253958;0,049025
normal;100.mat;48000;1220;0,0254167;-0,006050
normal;100.mat;48000;1221;0,0254375;-0,086367
normal;100.mat;48000;1222;0,0254583;-0,119119
normal;100.mat;48000;1223;0,0254792;-0,098675
normal;100.mat;48000;1224;0,0255000;-0,055909
normal;100.mat;48000;1225;0,0255208;-0,030041
normal;100.mat;48000;1226;0,0255417;-0,038594
normal;100.mat;48000;1227;0,0255625;-0,054657
normal;100.mat;48000;1228;0,0255833;-0,057161
normal;100.mat;48000;1229;0,0256042;-0,027329
normal;100.mat;48000;1230;0,0256250;-0,000209
normal;100.mat;48000;1231;0,0256458;-0,020653
normal;100.mat;48000;1232;0,0256667;-0,051945
normal;100.mat;48000;1233;0,0256875;-0,068634
normal;100.mat;48000;1234;0,0257083;-0,044852
normal;100.mat;48000;1235;0,0257292;0,010639
normal;100.mat;48000;1236;0,0257500;0,040889
normal;100.mat;48000;1237;0,0257708;0,029415
normal;100.mat;48000;1238;0,0257917;-0,019193
normal;100.mat;48000;1239;0,0258125;-0,047147
normal;100.mat;48000;1240;0,0258333;-0,029415
normal;100.mat;48000;1241;0,0258542;-0,006258
normal;100.mat;48000;1242;0,0258750;-0,011265
normal;100.mat;48000;1243;0,0258958;-0,062167
normal;100.mat;48000;1244;0,0259167;-0,103056
normal;100.mat;48000;1245;0,0259375;-0,096172
normal;100.mat;48000;1246;0,0259583;-0,044435
normal;100.mat;48000;1247;0,0259792;0,027746
normal;100.mat;48000;1248;0,0260000;0,052154
normal;100.mat;48000;1249;0,0260208;0,046938
normal;100.mat;48000;1250;0,0260417;0,042558
normal;100.mat;48000;1251;0,0260625;0,058204
normal;100.mat;48000;1252;0,0260833;0,097006
normal;100.mat;48000;1253;0,0261042;0,089705
normal;100.mat;48000;1254;0,0261250;0,040054
normal;100.mat;48000;1255;0,0261458;-0,033170
normal;100.mat;48000;1256;0,0261667;-0,079274
normal;100.mat;48000;1257;0,0261875;-0,044644
normal;100.mat;48000;1258;0,0262083;0,014394
normal;100.mat;48000;1259;0,0262292;0,049859
normal;100.mat;48000;1260;0,0262500;0,018984
normal;100.mat;48000;1261;0,0262708;-0,023574
normal;100.mat;48000;1262;0,0262917;-0,032127
normal;100.mat;48000;1263;0,0263125;-0,017315
normal;100.mat;48000;1264;0,0263333;0,016481
normal;100.mat;48000;1265;0,0263542;0,017315
normal;100.mat;48000;1266;0,0263750;-0,006884
normal;100.mat;48000;1267;0,0263958;-0,033378
normal;100.mat;48000;1268;0,0264167;-0,021905
normal;100.mat;48000;1269;0,0264375;0,027329
normal;100.mat;48000;1270;0,0264583;0,060290
normal;100.mat;48000;1271;0,0264792;0,050902
normal;100.mat;48000;1272;0,0265000;0,002086
normal;100.mat;48000;1273;0,0265208;-0,024199
normal;100.mat;48000;1274;0,0265417;-0,004381
normal;100.mat;48000;1275;0,0265625;0,034213
normal;100.mat;48000;1276;0,0265833;0,061959
normal;100.mat;48000;1277;0,0266042;0,050276
normal;100.mat;48000;1278;0,0266250;0,021696
normal;100.mat;48000;1279;0,0266458;0,010848
normal;100.mat;48000;1280;0,0266667;0,031501
normal;100.mat;48000;1281;0,0266875;0,066757
normal;100.mat;48000;1282;0,0267083;0,065088
normal;100.mat;48000;1283;0,0267292;0,034630
normal;100.mat;48000;1284;0,0267500;0,001252
normal;100.mat;48000;1285;0,0267708;-0,003964
normal;100.mat;48000;1286;0,0267917;0,034630
normal;100.mat;48000;1287;0,0268125;0,059038
normal;100.mat;48000;1288;0,0268333;0,051945
normal;100.mat;48000;1289;0,0268542;0,019401
normal;100.mat;48000;1290;0,0268750;-0,002503
normal;100.mat;48000;1291;0,0268958;0,025034
normal;100.mat;48000;1292;0,0269167;0,075102
normal;100.mat;48000;1293;0,0269375;0,107437
normal;100.mat;48000;1294;0,0269583;0,077188
normal;100.mat;48000;1295;0,0269792;0,012100
normal;100.mat;48000;1296;0,0270000;-0,037759
normal;100.mat;48000;1297;0,0270208;-0,043809
normal;100.mat;48000;1298;0,0270417;-0,001252
normal;100.mat;48000;1299;0,0270625;0,025034
normal;100.mat;48000;1300;0,0270833;0,022322
normal;100.mat;48000;1301;0,0271042;0,013351
normal;100.mat;48000;1302;0,0271250;0,012934
normal;100.mat;48000;1303;0,0271458;0,046730
normal;100.mat;48000;1304;0,0271667;0,075727
normal;100.mat;48000;1305;0,0271875;0,074058
normal;100.mat;48000;1306;0,0272083;0,043392
normal;100.mat;48000;1307;0,0272292;0,003964
normal;100.mat;48000;1308;0,0272500;0,019401
normal;100.mat;48000;1309;0,0272708;0,078648
normal;100.mat;48000;1310;0,0272917;0,130385
normal;100.mat;48000;1311;0,0273125;0,129342
normal;100.mat;48000;1312;0,0273333;0,100553
normal;100.mat;48000;1313;0,0273542;0,093251
normal;100.mat;48000;1314;0,0273750;0,093877
normal;100.mat;48000;1315;0,0273958;0,108897
normal;100.mat;48000;1316;0,0274167;0,109940
normal;100.mat;48000;1317;0,0274375;0,072390
normal;100.mat;48000;1318;0,0274583;0,032335
normal;100.mat;48000;1319;0,0274792;0,014603
normal;100.mat;48000;1320;0,0275000;0,053823
normal;100.mat;48000;1321;0,0275208;0,102013
normal;100.mat;48000;1322;0,0275417;0,105142
normal;100.mat;48000;1323;0,0275625;0,082194
normal;100.mat;48000;1324;0,0275833;0,042558
normal;100.mat;48000;1325;0,0276042;0,045895
normal;100.mat;48000;1326;0,0276250;0,073224
normal;100.mat;48000;1327;0,0276458;0,092625
normal;100.mat;48000;1328;0,0276667;0,081777
normal;100.mat;48000;1329;0,0276875;0,020236
normal;100.mat;48000;1330;0,0277083;-0,023365
normal;100.mat;48000;1331;0,0277292;-0,027120
normal;100.mat;48000;1332;0,0277500;0,004172
normal;100.mat;48000;1333;0,0277708;0,031084
normal;100.mat;48000;1334;0,0277917;0,024825
normal;100.mat;48000;1335;0,0278125;0,005841
normal;100.mat;48000;1336;0,0278333;-0,006884
normal;100.mat;48000;1337;0,0278542;0,030875
normal;100.mat;48000;1338;0,0278750;0,089287
normal;100.mat;48000;1339;0,0278958;0,099092
normal;100.mat;48000;1340;0,0279167;0,072807
normal;100.mat;48000;1341;0,0279375;0,023782
normal;100.mat;48000;1342;0,0279583;-0,006884
normal;100.mat;48000;1343;0,0279792;0,007719
normal;100.mat;48000;1344;0,0280000;0,041514
normal;100.mat;48000;1345;0,0280208;0,082194
normal;100.mat;48000;1346;0,0280417;0,094711
normal;100.mat;48000;1347;0,0280625;0,100761
normal;100.mat;48000;1348;0,0280833;0,131010
normal;100.mat;48000;1349;0,0281042;0,160425
normal;100.mat;48000;1350;0,0281250;0,161886
normal;100.mat;48000;1351;0,0281458;0,098258
normal;100.mat;48000;1352;0,0281667;0,013769
normal;100.mat;48000;1353;0,0281875;-0,036716
normal;100.mat;48000;1354;0,0282083;-0,053614
normal;100.mat;48000;1355;0,0282292;-0,026703
normal;100.mat;48000;1356;0,0282500;0,007719
normal;100.mat;48000;1357;0,0282708;0,027954
normal;100.mat;48000;1358;0,0282917;0,045478
normal;100.mat;48000;1359;0,0283125;0,066131
normal;100.mat;48000;1360;0,0283333;0,098466
normal;100.mat;48000;1361;0,0283542;0,120371
normal;100.mat;48000;1362;0,0283750;0,077188
normal;100.mat;48000;1363;0,0283958;-0,012726
normal;100.mat;48000;1364;0,0284167;-0,085115
normal;100.mat;48000;1365;0,0284375;-0,108897
normal;100.mat;48000;1366;0,0284583;-0,083446
normal;100.mat;48000;1367;0,0284792;-0,063210
normal;100.mat;48000;1368;0,0285000;-0,063419
normal;100.mat;48000;1369;0,0285208;-0,091582
normal;100.mat;48000;1370;0,0285417;-0,124126
normal;100.mat;48000;1371;0,0285625;-0,104934
normal;100.mat;48000;1372;0,0285833;-0,062376
normal;100.mat;48000;1373;0,0286042;-0,034213
normal;100.mat;48000;1374;0,0286250;-0,039428
normal;100.mat;48000;1375;0,0286458;-0,057161
normal;100.mat;48000;1376;0,0286667;-0,043183
normal;100.mat;48000;1377;0,0286875;-0,005007
normal;100.mat;48000;1378;0,0287083;0,049025
normal;100.mat;48000;1379;0,0287292;0,075727
normal;100.mat;48000;1380;0,0287500;0,037551
normal;100.mat;48000;1381;0,0287708;-0,014812
normal;100.mat;48000;1382;0,0287917;-0,050485
normal;100.mat;48000;1383;0,0288125;-0,057369
normal;100.mat;48000;1384;0,0288333;-0,051319
normal;100.mat;48000;1385;0,0288542;-0,081569
normal;100.mat;48000;1386;0,0288750;-0,124126
normal;100.mat;48000;1387;0,0288958;-0,146239
normal;100.mat;48000;1388;0,0289167;-0,138312
normal;100.mat;48000;1389;0,0289375;-0,086784
normal;100.mat;48000;1390;0,0289583;-0,021279
normal;100.mat;48000;1391;0,0289792;0,011265
normal;100.mat;48000;1392;0,0290000;0,016272
normal;100.mat;48000;1393;0,0290208;0,031292
normal;100.mat;48000;1394;0,0290417;0,074684
normal;100.mat;48000;1395;0,0290625;0,112652
normal;100.mat;48000;1396;0,0290833;0,099510
normal;100.mat;48000;1397;0,0291042;0,049859
normal;100.mat;48000;1398;0,0291250;-0,013560
normal;100.mat;48000;1399;0,0291458;-0,044644
normal;100.mat;48000;1400;0,0291667;-0,028998
normal;100.mat;48000;1401;0,0291875;-0,000834
normal;100.mat;48000;1402;0,0292083;0,012934
normal;100.mat;48000;1403;0,0292292;0,005633
normal;100.mat;48000;1404;0,0292500;0,011474
normal;100.mat;48000;1405;0,0292708;0,034839
normal;100.mat;48000;1406;0,0292917;0,065505
normal;100.mat;48000;1407;0,0293125;0,068009
normal;100.mat;48000;1408;0,0293333;0,018358
normal;100.mat;48000;1409;0,0293542;-0,056952
normal;100.mat;48000;1410;0,0293750;-0,092417
normal;100.mat;48000;1411;0,0293958;-0,050276
normal;100.mat;48000;1412;0,0294167;0,024825
normal;100.mat;48000;1413;0,0294375;0,075727
normal;100.mat;48000;1414;0,0294583;0,079274
normal;100.mat;48000;1415;0,0294792;0,050902
normal;100.mat;48000;1416;0,0295000;0,006676
normal;100.mat;48000;1417;0,0295208;-0,012100
normal;100.mat;48000;1418;0,0295417;-0,006676
normal;100.mat;48000;1419;0,0295625;-0,029415
normal;100.mat;48000;1420;0,0295833;-0,079691
normal;100.mat;48000;1421;0,0296042;-0,107020
normal;100.mat;48000;1422;0,0296250;-0,074893
normal;100.mat;48000;1423;0,0296458;-0,000209
normal;100.mat;48000;1424;0,0296667;0,060081
normal;100.mat;48000;1425;0,0296875;0,067800
normal;100.mat;48000;1426;0,0297083;0,031501
normal;100.mat;48000;1427;0,0297292;-0,017315
normal;100.mat;48000;1428;0,0297500;-0,040680
normal;100.mat;48000;1429;0,0297708;-0,031710
normal;100.mat;48000;1430;0,0297917;-0,022113
normal;100.mat;48000;1431;0,0298125;-0,050485
normal;100.mat;48000;1432;0,0298333;-0,094503
normal;100.mat;48000;1433;0,0298542;-0,095546
normal;100.mat;48000;1434;0,0298750;-0,055909
normal;100.mat;48000;1435;0,0298958;0,001252
normal;100.mat;48000;1436;0,0299167;0,025660
normal;100.mat;48000;1437;0,0299375;0,006884
normal;100.mat;48000;1438;0,0299583;-0,004590
normal;100.mat;48000;1439;0,0299792;0,000417
normal;100.mat;48000;1440;0,0300000;0,038802
normal;100.mat;48000;1441;0,0300208;0,059873
normal;100.mat;48000;1442;0,0300417;0,022739
normal;100.mat;48000;1443;0,0300625;-0,032335
normal;100.mat;48000;1444;0,0300833;-0,078648
normal;100.mat;48000;1445;0,0301042;-0,060707
normal;100.mat;48000;1446;0,0301250;-0,011682
normal;100.mat;48000;1447;0,0301458;0,018358
normal;100.mat;48000;1448;0,0301667;0,015855
normal;100.mat;48000;1449;0,0301875;-0,019401
normal;100.mat;48000;1450;0,0302083;0,003755
normal;100.mat;48000;1451;0,0302292;0,069052
normal;100.mat;48000;1452;0,0302500;0,117868
normal;100.mat;48000;1453;0,0302708;0,126212
normal;100.mat;48000;1454;0,0302917;0,068217
normal;100.mat;48000;1455;0,0303125;0,006884
normal;100.mat;48000;1456;0,0303333;-0,032335
normal;100.mat;48000;1457;0,0303542;-0,031292
normal;100.mat;48000;1458;0,0303750;0,030666
normal;100.mat;48000;1459;0,0303958;0,074058
normal;100.mat;48000;1460;0,0304167;0,068843
normal;100.mat;48000;1461;0,0304375;0,025034
normal;100.mat;48000;1462;0,0304583;0,000834
normal;100.mat;48000;1463;0,0304792;0,022530
normal;100.mat;48000;1464;0,0305000;0,021070
normal;100.mat;48000;1465;0,0305208;-0,003129
normal;100.mat;48000;1466;0,0305417;-0,043392
normal;100.mat;48000;1467;0,0305625;-0,043392
normal;100.mat;48000;1468;0,0305833;0,031501
normal;100.mat;48000;1469;0,0306042;0,133097
normal;100.mat;48000;1470;0,0306250;0,208615
normal;100.mat;48000;1471;0,0306458;0,191926
normal;100.mat;48000;1472;0,0306667;0,116616
normal;100.mat;48000;1473;0,0306875;0,049650
normal;100.mat;48000;1474;0,0307083;0,027954
normal;100.mat;48000;1475;0,0307292;0,035882
normal;100.mat;48000;1476;0,0307500;0,002295
normal;100.mat;48000;1477;0,0307708;-0,054031
normal;100.mat;48000;1478;0,0307917;-0,095546
normal;100.mat;48000;1479;0,0308125;-0,075102
normal;100.mat;48000;1480;0,0308333;0,012100
normal;100.mat;48000;1481;0,0308542;0,084906
normal;100.mat;48000;1482;0,0308750;0,108063
normal;100.mat;48000;1483;0,0308958;0,059664
normal;100.mat;48000;1484;0,0309167;-0,009805
normal;100.mat;48000;1485;0,0309375;-0,035047
normal;100.mat;48000;1486;0,0309583;-0,014603
normal;100.mat;48000;1487;0,0309792;0,012726
normal;100.mat;48000;1488;0,0310000;-0,016898
normal;100.mat;48000;1489;0,0310208;-0,066548
normal;100.mat;48000;1490;0,0310417;-0,087827
normal;100.mat;48000;1491;0,0310625;-0,054240
normal;100.mat;48000;1492;0,0310833;0,014603
normal;100.mat;48000;1493;0,0311042;0,039011
normal;100.mat;48000;1494;0,0311250;0,011474
normal;100.mat;48000;1495;0,0311458;-0,045061
normal;100.mat;48000;1496;0,0311667;-0,064879
normal;100.mat;48000;1497;0,0311875;-0,029415
normal;100.mat;48000;1498;0,0312083;0,016481
normal;100.mat;48000;1499;0,0312292;0,027954
normal;100.mat;48000;1500;0,0312500;-0,027954
normal;100.mat;48000;1501;0,0312708;-0,080734
normal;100.mat;48000;1502;0,0312917;-0,075936
normal;100.mat;48000;1503;0,0313125;-0,019401
normal;100.mat;48000;1504;0,0313333;0,048190
normal;100.mat;48000;1505;0,0313542;0,069052
normal;100.mat;48000;1506;0,0313750;0,044852
normal;100.mat;48000;1507;0,0313958;-0,000417
normal;100.mat;48000;1508;0,0314167;-0,010848
normal;100.mat;48000;1509;0,0314375;0,011891
normal;100.mat;48000;1510;0,0314583;0,005215
normal;100.mat;48000;1511;0,0314792;-0,040680
normal;100.mat;48000;1512;0,0315000;-0,106185
normal;100.mat;48000;1513;0,0315208;-0,116616
normal;100.mat;48000;1514;0,0315417;-0,047773
normal;100.mat;48000;1515;0,0315625;0,048399
normal;100.mat;48000;1516;0,0315833;0,116825
normal;100.mat;48000;1517;0,0316042;0,106185
normal;100.mat;48000;1518;0,0316250;0,062376
normal;100.mat;48000;1519;0,0316458;0,037551
normal;100.mat;48000;1520;0,0316667;0,030458
normal;100.mat;48000;1521;0,0316875;0,023782
normal;100.mat;48000;1522;0,0317083;-0,030666
normal;100.mat;48000;1523;0,0317292;-0,110566
normal;100.mat;48000;1524;0,0317500;-0,156670
normal;100.mat;48000;1525;0,0317708;-0,118076
normal;100.mat;48000;1526;0,0317917;-0,016063
normal;100.mat;48000;1527;0,0318125;0,054240
normal;100.mat;48000;1528;0,0318333;0,061959
normal;100.mat;48000;1529;0,0318542;0,004172
normal;100.mat;48000;1530;0,0318750;-0,042975
normal;100.mat;48000;1531;0,0318958;-0,030666
normal;100.mat;48000;1532;0,0319167;-0,010014
normal;100.mat;48000;1533;0,0319375;0,000000
normal;100.mat;48000;1534;0,0319583;-0,027746
normal;100.mat;48000;1535;0,0319792;-0,056743
normal;100.mat;48000;1536;0,0320000;-0,050276
normal;100.mat;48000;1537;0,0320208;0,003338
normal;100.mat;48000;1538;0,0320417;0,095546
normal;100.mat;48000;1539;0,0320625;0,128924
normal;100.mat;48000;1540;0,0320833;0,100553
normal;100.mat;48000;1541;0,0321042;0,059038
normal;100.mat;48000;1542;0,0321250;0,044226
normal;100.mat;48000;1543;0,0321458;0,079482
normal;100.mat;48000;1544;0,0321667;0,089079
normal;100.mat;48000;1545;0,0321875;0,059664
normal;100.mat;48000;1546;0,0322083;0,000209
normal;100.mat;48000;1547;0,0322292;-0,044852
normal;100.mat;48000;1548;0,0322500;0,002086
normal;100.mat;48000;1549;0,0322708;0,087618
normal;100.mat;48000;1550;0,0322917;0,157087
normal;100.mat;48000;1551;0,0323125;0,165641
normal;100.mat;48000;1552;0,0323333;0,127255
normal;100.mat;48000;1553;0,0323542;0,097841
normal;100.mat;48000;1554;0,0323750;0,092208
normal;100.mat;48000;1555;0,0323958;0,103682
normal;100.mat;48000;1556;0,0324167;0,065714
normal;100.mat;48000;1557;0,0324375;-0,010431
normal;100.mat;48000;1558;0,0324583;-0,074893
normal;100.mat;48000;1559;0,0324792;-0,096380
normal;100.mat;48000;1560;0,0325000;-0,045478
normal;100.mat;48000;1561;0,0325208;0,013769
normal;100.mat;48000;1562;0,0325417;0,032335
normal;100.mat;48000;1563;0,0325625;0,012934
normal;100.mat;48000;1564;0,0325833;-0,020027
normal;100.mat;48000;1565;0,0326042;-0,018150
normal;100.mat;48000;1566;0,0326250;0,018358
normal;100.mat;48000;1567;0,0326458;0,038802
normal;100.mat;48000;1568;0,0326667;0,005841
normal;100.mat;48000;1569;0,0326875;-0,050068
normal;100.mat;48000;1570;0,0327083;-0,072807
normal;100.mat;48000;1571;0,0327292;-0,035465
normal;100.mat;48000;1572;0,0327500;0,042140
normal;100.mat;48000;1573;0,0327708;0,095129
normal;100.mat;48000;1574;0,0327917;0,075310
normal;100.mat;48000;1575;0,0328125;0,006258
normal;100.mat;48000;1576;0,0328333;-0,036090
normal;100.mat;48000;1577;0,0328542;-0,020444
normal;100.mat;48000;1578;0,0328750;0,008762
normal;100.mat;48000;1579;0,0328958;0,003755
normal;100.mat;48000;1580;0,0329167;-0,024408
normal;100.mat;48000;1581;0,0329375;-0,020862
normal;100.mat;48000;1582;0,0329583;0,025034
normal;100.mat;48000;1583;0,0329792;0,106811
normal;100.mat;48000;1584;0,0330000;0,181495
normal;100.mat;48000;1585;0,0330208;0,172525
normal;100.mat;48000;1586;0,0330417;0,103056
normal;100.mat;48000;1587;0,0330625;0,039846
normal;100.mat;48000;1588;0,0330833;0,043809
normal;100.mat;48000;1589;0,0331042;0,095546
normal;100.mat;48000;1590;0,0331250;0,118076
normal;100.mat;48000;1591;0,0331458;0,080317
normal;100.mat;48000;1592;0,0331667;0,020236
normal;100.mat;48000;1593;0,0331875;0,013769
normal;100.mat;48000;1594;0,0332083;0,048190
normal;100.mat;48000;1595;0,0332292;0,095129
normal;100.mat;48000;1596;0,0332500;0,120162
normal;100.mat;48000;1597;0,0332708;0,084698
normal;100.mat;48000;1598;0,0332917;0,042140
normal;100.mat;48000;1599;0,0333125;0,024825
normal;100.mat;48000;1600;0,0333333;0,048607
normal;100.mat;48000;1601;0,0333542;0,095546
normal;100.mat;48000;1602;0,0333750;0,086784
normal;100.mat;48000;1603;0,0333958;0,029206
normal;100.mat;48000;1604;0,0334167;-0,020862
normal;100.mat;48000;1605;0,0334375;-0,017732
normal;100.mat;48000;1606;0,0334583;0,038385
normal;100.mat;48000;1607;0,0334792;0,077605
normal;100.mat;48000;1608;0,0335000;0,078648
normal;100.mat;48000;1609;0,0335208;0,059664
normal;100.mat;48000;1610;0,0335417;0,049650
normal;100.mat;48000;1611;0,0335625;0,087827
normal;100.mat;48000;1612;0,0335833;0,136852
normal;100.mat;48000;1613;0,0336042;0,145196
normal;100.mat;48000;1614;0,0336250;0,103890
normal;100.mat;48000;1615;0,0336458;0,039220
normal;100.mat;48000;1616;0,0336667;0,013977
normal;100.mat;48000;1617;0,0336875;0,040263
normal;100.mat;48000;1618;0,0337083;0,082612
normal;100.mat;48000;1619;0,0337292;0,102639
normal;100.mat;48000;1620;0,0337500;0,088870
normal;100.mat;48000;1621;0,0337708;0,060916
normal;100.mat;48000;1622;0,0337917;0,059038
normal;100.mat;48000;1623;0,0338125;0,081569
normal;100.mat;48000;1624;0,0338333;0,064462
normal;100.mat;48000;1625;0,0338542;0,001043
normal;100.mat;48000;1626;0,0338750;-0,065088
normal;100.mat;48000;1627;0,0338958;-0,095129
normal;100.mat;48000;1628;0,0339167;-0,066757
normal;100.mat;48000;1629;0,0339375;-0,011474
normal;100.mat;48000;1630;0,0339583;0,008553
normal;100.mat;48000;1631;0,0339792;-0,030249
normal;100.mat;48000;1632;0,0340000;-0,099301
normal;100.mat;48000;1633;0,0340208;-0,134974
normal;100.mat;48000;1634;0,0340417;-0,103682
normal;100.mat;48000;1635;0,0340625;-0,058204
normal;100.mat;48000;1636;0,0340833;-0,057578
normal;100.mat;48000;1637;0,0341042;-0,092417
normal;100.mat;48000;1638;0,0341250;-0,122666
normal;100.mat;48000;1639;0,0341458;-0,118285
normal;100.mat;48000;1640;0,0341667;-0,070929
normal;100.mat;48000;1641;0,0341875;-0,020862
normal;100.mat;48000;1642;0,0342083;-0,022530
normal;100.mat;48000;1643;0,0342292;-0,075936
normal;100.mat;48000;1644;0,0342500;-0,113487
normal;100.mat;48000;1645;0,0342708;-0,095129
normal;100.mat;48000;1646;0,0342917;-0,055492
normal;100.mat;48000;1647;0,0343125;-0,034630
normal;100.mat;48000;1648;0,0343333;-0,049233
normal;100.mat;48000;1649;0,0343542;-0,080734
normal;100.mat;48000;1650;0,0343750;-0,087201
normal;100.mat;48000;1651;0,0343958;-0,050068
normal;100.mat;48000;1652;0,0344167;0,002921
normal;100.mat;48000;1653;0,0344375;0,015855
normal;100.mat;48000;1654;0,0344583;-0,028163
normal;100.mat;48000;1655;0,0344792;-0,055283
normal;100.mat;48000;1656;0,0345000;-0,031292
normal;100.mat;48000;1657;0,0345208;0,022322
normal;100.mat;48000;1658;0,0345417;0,078022
normal;100.mat;48000;1659;0,0345625;0,071972
normal;100.mat;48000;1660;0,0345833;0,023574
normal;100.mat;48000;1661;0,0346042;-0,020444
normal;100.mat;48000;1662;0,0346250;-0,034422
normal;100.mat;48000;1663;0,0346458;-0,009179
normal;100.mat;48000;1664;0,0346667;0,004798
normal;100.mat;48000;1665;0,0346875;-0,012100
normal;100.mat;48000;1666;0,0347083;-0,044435
normal;100.mat;48000;1667;0,0347292;-0,057578
normal;100.mat;48000;1668;0,0347500;-0,021696
normal;100.mat;48000;1669;0,0347708;0,027954
normal;100.mat;48000;1670;0,0347917;0,045478
normal;100.mat;48000;1671;0,0348125;0,021279
normal;100.mat;48000;1672;0,0348333;-0,010639
normal;100.mat;48000;1673;0,0348542;0,011474
normal;100.mat;48000;1674;0,0348750;0,081777
normal;100.mat;48000;1675;0,0348958;0,151455
normal;100.mat;48000;1676;0,0349167;0,170230
normal;100.mat;48000;1677;0,0349375;0,113487
normal;100.mat;48000;1678;0,0349583;0,035882
normal;100.mat;48000;1679;0,0349792;-0,002503
normal;100.mat;48000;1680;0,0350000;0,015229
normal;100.mat;48000;1681;0,0350208;0,046104
normal;100.mat;48000;1682;0,0350417;0,044226
normal;100.mat;48000;1683;0,0350625;0,014186
normal;100.mat;48000;1684;0,0350833;-0,012726
normal;100.mat;48000;1685;0,0351042;0,009805
normal;100.mat;48000;1686;0,0351250;0,068843
normal;100.mat;48000;1687;0,0351458;0,099510
normal;100.mat;48000;1688;0,0351667;0,079274
normal;100.mat;48000;1689;0,0351875;0,031084
normal;100.mat;48000;1690;0,0352083;0,017941
normal;100.mat;48000;1691;0,0352292;0,047147
normal;100.mat;48000;1692;0,0352500;0,068426
normal;100.mat;48000;1693;0,0352708;0,068009
normal;100.mat;48000;1694;0,0352917;0,036090
normal;100.mat;48000;1695;0,0353125;-0,004590
normal;100.mat;48000;1696;0,0353333;-0,025034
normal;100.mat;48000;1697;0,0353542;-0,016689
normal;100.mat;48000;1698;0,0353750;-0,008553
normal;100.mat;48000;1699;0,0353958;-0,035673
normal;100.mat;48000;1700;0,0354167;-0,079691
normal;100.mat;48000;1701;0,0354375;-0,112235
normal;100.mat;48000;1702;0,0354583;-0,086367
normal;100.mat;48000;1703;0,0354792;-0,024825
normal;100.mat;48000;1704;0,0355000;0,007302
normal;100.mat;48000;1705;0,0355208;0,005007
normal;100.mat;48000;1706;0,0355417;-0,026703
normal;100.mat;48000;1707;0,0355625;-0,036508
normal;100.mat;48000;1708;0,0355833;-0,003129
normal;100.mat;48000;1709;0,0356042;0,039846
normal;100.mat;48000;1710;0,0356250;0,074893
normal;100.mat;48000;1711;0,0356458;0,053197
normal;100.mat;48000;1712;0,0356667;0,010222
normal;100.mat;48000;1713;0,0356875;-0,003129
normal;100.mat;48000;1714;0,0357083;0,027329
normal;100.mat;48000;1715;0,0357292;0,087827
normal;100.mat;48000;1716;0,0357500;0,093668
normal;100.mat;48000;1717;0,0357708;0,063419
normal;100.mat;48000;1718;0,0357917;0,037134
normal;100.mat;48000;1719;0,0358125;0,045270
normal;100.mat;48000;1720;0,0358333;0,098884
normal;100.mat;48000;1721;0,0358542;0,123918
normal;100.mat;48000;1722;0,0358750;0,106185
normal;100.mat;48000;1723;0,0358958;0,049650
normal;100.mat;48000;1724;0,0359167;-0,001460
normal;100.mat;48000;1725;0,0359375;0,001252
normal;100.mat;48000;1726;0,0359583;0,035047
normal;100.mat;48000;1727;0,0359792;0,082194
normal;100.mat;48000;1728;0,0360000;0,084698
normal;100.mat;48000;1729;0,0360208;0,049650
normal;100.mat;48000;1730;0,0360417;0,036090
